date,symbol,sector,open,high,low,close,adj_close,volume
2023-03-20,GAMMA,Healthcare,43.63,44.37,43.20,43.95,43.95,1400046
2024-03-13,OMEGA,Consumer,109.42,111.68,106.11,108.35,108.34,1487633
2024-05-02,GAMMA,Healthcare,45.76,46.33,45.04,45.60,45.60,1369454
2024-10-04,ALPHA,Technology,101.74,105.84,100.51,104.57,104.55,1635934
2024-11-01,OMEGA,Consumer,106.97,108.12,106.05,107.21,107.18,1485631
2023-04-03,ALPHA,Technology,109.30,112.40,107.98,111.06,111.06,1416023
2023-10-25,BENCH,Benchmark,146.69,148.03,145.16,146.50,146.48,1589212
2024-03-13,GAMMA,Healthcare,42.69,43.42,42.07,42.80,42.79,1616192
2024-08-21,GAMMA,Healthcare,55.87,56.62,54.04,54.77,54.76,1714376
2024-11-07,BENCH,Benchmark,160.33,162.19,158.92,160.77,160.74,1365850
2024-08-21,DELTA,Energy,80.40,81.59,75.94,77.08,77.06,1367612
2024-08-02,DELTA,Energy,99.30,100.22,96.84,97.75,97.74,1412261
2023-06-15,OMEGA,Consumer,75.72,77.02,75.18,76.48,76.47,1201758
2023-05-10,BENCH,Benchmark,133.36,134.49,130.01,131.11,131.11,1490025
2024-11-06,ALPHA,Technology,106.61,108.78,105.77,107.92,107.90,1708123
2023-01-17,BENCH,Benchmark,102.41,104.05,101.55,103.18,103.18,1920381
2024-06-14,OMEGA,Consumer,119.78,123.35,118.70,122.25,122.23,1743639
2024-06-27,ALPHA,Technology,144.72,148.15,142.56,145.97,145.94,1716325
2023-02-13,OMEGA,Consumer,68.16,69.82,67.40,69.05,69.05,1692285
2024-05-14,BETA,Finance,68.52,70.24,67.83,69.55,69.54,1306861
2024-07-31,ALPHA,Technology,124.26,125.17,120.85,121.75,121.73,1839197
2024-03-26,OMEGA,Consumer,104.05,105.51,102.42,103.87,103.86,1698206
2024-04-01,OMEGA,Consumer,106.07,108.79,104.50,107.20,107.19,1365331
2023-10-16,DELTA,Energy,79.06,80.63,75.58,77.12,77.11,1278432
2023-07-10,BENCH,Benchmark,111.05,111.87,110.17,110.99,110.98,2291492
2023-02-28,BENCH,Benchmark,111.25,113.16,110.26,112.17,112.17,2043183
2023-05-02,ALPHA,Technology,102.96,105.77,101.27,104.06,104.06,1671966
2024-02-26,OMEGA,Consumer,112.47,114.01,109.35,110.86,110.85,1495097
2023-01-10,OMEGA,Consumer,71.37,72.08,70.44,71.16,71.16,1570947
2024-04-22,DELTA,Energy,68.09,69.90,67.11,68.92,68.91,1249599
2023-05-03,ALPHA,Technology,104.50,106.28,103.20,104.97,104.97,1285755
2024-12-05,GAMMA,Healthcare,62.19,63.33,61.01,62.14,62.13,1608460
2023-03-09,OMEGA,Consumer,72.68,75.42,71.72,74.43,74.43,2114210
2023-10-30,GAMMA,Healthcare,44.61,44.84,44.41,44.63,44.63,1343201
2023-02-21,BETA,Finance,66.67,68.16,66.08,67.56,67.56,1578782
2024-03-06,OMEGA,Consumer,109.73,110.88,108.39,109.55,109.53,1619232
2023-04-20,DELTA,Energy,85.84,87.37,82.91,84.41,84.41,1722735
2024-10-01,GAMMA,Healthcare,49.42,50.16,48.61,49.34,49.33,1270278
2024-12-12,BETA,Finance,71.25,74.15,70.43,73.31,73.29,1483544
2023-06-23,BETA,Finance,67.63,68.21,66.04,66.61,66.61,1406029
2023-08-14,DELTA,Energy,63.22,64.26,62.26,63.31,63.30,1942863
2024-09-05,GAMMA,Healthcare,50.31,50.94,49.53,50.16,50.15,1403891
2024-03-19,ALPHA,Technology,96.22,99.52,94.40,97.68,97.66,1281376
2024-12-13,BETA,Finance,73.49,75.23,72.54,74.27,74.26,1398956
2023-02-08,GAMMA,Healthcare,40.81,42.33,40.45,41.96,41.96,1479036
2023-09-04,BENCH,Benchmark,128.44,129.99,127.58,129.13,129.12,1382367
2024-12-30,OMEGA,Consumer,106.39,107.43,103.74,104.76,104.74,1462811
2023-09-25,ALPHA,Technology,106.58,111.14,105.41,109.93,109.92,1808533
2024-02-07,BENCH,Benchmark,122.98,124.98,121.80,123.80,123.78,1769989
2024-01-31,GAMMA,Healthcare,41.73,42.54,39.98,40.77,40.77,1842485
2024-11-29,BENCH,Benchmark,172.68,175.34,170.91,173.56,173.52,1705877
2024-06-10,DELTA,Energy,88.80,91.83,87.95,90.96,90.95,1174758
2023-05-01,BENCH,Benchmark,131.57,133.61,130.12,132.16,132.16,2238483
2023-09-15,BETA,Finance,76.01,79.91,74.73,78.59,78.58,1233875
2023-03-23,BETA,Finance,78.62,81.68,77.75,80.79,80.79,1243889
2024-12-09,BENCH,Benchmark,170.42,171.71,168.42,169.70,169.66,1395352
2024-03-28,BENCH,Benchmark,137.63,139.25,136.50,138.11,138.09,1625753
2024-10-28,DELTA,Energy,86.32,88.92,85.00,87.59,87.57,1205191
2024-04-09,BENCH,Benchmark,144.00,145.46,140.00,141.44,141.42,1496118
2024-02-28,GAMMA,Healthcare,42.10,42.88,41.50,42.28,42.27,1583123
2023-04-12,BETA,Finance,88.85,93.62,87.50,92.22,92.21,1594274
2023-02-21,BENCH,Benchmark,108.43,110.13,107.90,109.60,109.60,1867361
2023-07-04,BETA,Finance,63.36,64.57,62.91,64.11,64.10,1851994
2023-06-22,BETA,Finance,69.24,70.10,67.00,67.84,67.84,1520191
2023-12-01,DELTA,Energy,66.20,68.13,65.51,67.42,67.42,1665176
2023-04-07,DELTA,Energy,83.98,85.17,80.89,82.05,82.05,1231042
2023-01-11,GAMMA,Healthcare,42.25,43.30,41.53,42.58,42.58,1945988
2024-11-14,DELTA,Energy,89.83,91.30,89.02,90.48,90.46,1494021
2023-12-26,OMEGA,Consumer,100.22,103.29,98.76,101.81,101.79,1305974
2023-04-03,GAMMA,Healthcare,49.36,50.95,48.92,50.50,50.50,2078019
2023-07-12,GAMMA,Healthcare,42.85,43.49,41.59,42.22,42.22,1623790
2023-03-17,BENCH,Benchmark,123.13,124.63,122.17,123.67,123.67,1330705
2024-04-01,GAMMA,Healthcare,42.90,43.53,41.39,42.00,41.99,1740107
2024-04-24,DELTA,Energy,69.89,72.80,68.99,71.87,71.86,1148803
2023-09-01,GAMMA,Healthcare,44.47,45.14,44.09,44.76,44.76,1614008
2023-04-06,GAMMA,Healthcare,51.37,52.36,50.53,51.51,51.51,1522346
2024-10-01,OMEGA,Consumer,99.18,101.29,97.86,99.95,99.93,1364432
2024-09-02,ALPHA,Technology,103.23,106.21,101.47,104.43,104.41,1659322
2024-12-24,BETA,Finance,75.00,76.55,74.16,75.70,75.68,1342664
2024-11-18,BENCH,Benchmark,166.39,167.45,164.26,165.32,165.28,1606398
2023-02-08,BETA,Finance,63.84,64.96,63.07,64.18,64.18,1284047
2024-05-15,OMEGA,Consumer,115.35,117.82,114.17,116.62,116.60,1478917
2023-03-16,GAMMA,Healthcare,42.46,43.40,41.83,42.77,42.77,1390713
2024-08-09,ALPHA,Technology,109.77,111.55,104.84,106.57,106.55,1625675
2023-09-15,GAMMA,Healthcare,47.24,48.22,46.39,47.37,47.36,1296657
2023-05-05,BETA,Finance,91.31,92.72,88.80,90.19,90.19,1772291
2024-01-15,ALPHA,Technology,110.73,112.12,108.55,109.93,109.92,1857200
2024-06-21,OMEGA,Consumer,121.14,123.90,119.65,122.40,122.38,1407592
2024-08-12,OMEGA,Consumer,111.36,113.09,107.95,109.66,109.64,1834248
2024-07-18,ALPHA,Technology,136.44,138.36,131.75,133.63,133.61,2139364
2023-09-21,BENCH,Benchmark,140.05,140.62,138.59,139.16,139.16,1691506
2024-08-26,ALPHA,Technology,104.37,106.89,102.66,105.18,105.16,1659584
2024-10-22,BETA,Finance,61.34,62.04,60.70,61.40,61.39,1565390
2023-10-31,BETA,Finance,79.42,80.67,77.68,78.92,78.92,1267522
2024-05-21,BENCH,Benchmark,149.85,151.76,148.09,150.00,149.98,1440358
2023-09-28,GAMMA,Healthcare,47.32,47.81,46.68,47.17,47.16,2176132
2024-05-02,OMEGA,Consumer,110.95,113.32,109.43,111.78,111.77,1328427
2024-01-15,BENCH,Benchmark,131.43,132.89,130.41,131.87,131.85,1416712
2024-07-26,BENCH,Benchmark,149.54,150.83,147.80,149.09,149.06,1593078
2024-12-06,BENCH,Benchmark,169.08,171.59,167.84,170.34,170.31,1611915
2024-11-19,GAMMA,Healthcare,59.40,60.10,58.68,59.37,59.36,1460060
2024-01-23,ALPHA,Technology,104.95,109.70,102.69,107.39,107.38,1588328
2024-02-28,BENCH,Benchmark,126.83,128.06,123.85,125.06,125.04,1459816
2023-02-28,BETA,Finance,66.94,67.72,66.43,67.21,67.21,1361160
2023-09-05,DELTA,Energy,69.40,71.50,67.88,69.97,69.96,1417795
2024-07-01,OMEGA,Consumer,129.50,132.50,128.29,131.27,131.25,1580667
2024-02-08,GAMMA,Healthcare,41.17,41.70,40.48,41.01,41.01,1554046
2024-06-04,OMEGA,Consumer,124.18,125.69,122.93,124.43,124.41,1690521
2024-10-18,BETA,Finance,62.12,63.25,61.45,62.57,62.56,1200144
2024-12-12,DELTA,Energy,99.36,101.45,95.91,97.98,97.95,1188687
2023-05-16,BETA,Finance,92.00,92.71,89.95,90.65,90.65,1269948
2023-06-22,DELTA,Energy,70.79,72.08,69.90,71.19,71.18,1191694
2024-02-26,BENCH,Benchmark,127.98,128.99,126.54,127.55,127.54,1430148
2024-07-01,DELTA,Energy,98.34,101.65,96.75,100.02,100.01,1478371
2023-09-22,ALPHA,Technology,105.90,109.03,104.27,107.37,107.36,1372616
2024-08-07,ALPHA,Technology,116.10,118.16,109.70,111.69,111.67,2279940
2023-03-28,OMEGA,Consumer,82.76,83.83,81.39,82.46,82.46,1386971
2023-10-04,BETA,Finance,78.48,80.92,77.60,80.02,80.01,1534009
2023-03-10,DELTA,Energy,66.67,68.00,65.46,66.79,66.79,1258104
2024-10-09,DELTA,Energy,80.09,81.13,77.05,78.06,78.05,1256127
2024-09-04,BENCH,Benchmark,135.41,137.69,134.44,136.71,136.69,1385860
2024-04-23,OMEGA,Consumer,106.23,107.90,104.60,106.27,106.26,1478399
2023-06-08,BETA,Finance,76.80,77.30,75.52,76.01,76.01,1717679
2023-09-05,GAMMA,Healthcare,46.71,47.84,46.18,47.30,47.30,1504192
2024-03-19,DELTA,Energy,72.12,73.48,69.49,70.82,70.81,1425703
2023-11-20,ALPHA,Technology,100.43,103.62,98.29,101.46,101.45,1419212
2023-08-14,ALPHA,Technology,82.29,83.06,80.62,81.39,81.38,1322567
2024-10-22,OMEGA,Consumer,108.57,108.95,106.84,107.23,107.20,1322098
2023-09-11,DELTA,Energy,70.11,71.90,68.71,70.50,70.50,1732758
2023-10-09,DELTA,Energy,78.28,80.07,77.23,79.01,79.00,1374301
2023-04-11,BENCH,Benchmark,130.86,132.92,129.50,131.55,131.55,1915936
2024-03-07,BETA,Finance,67.38,68.19,66.92,67.73,67.72,1291412
2023-12-11,ALPHA,Technology,99.85,102.72,98.07,100.93,100.92,2052515
2024-09-04,DELTA,Energy,74.41,75.69,73.21,74.49,74.48,1242296
2023-09-14,BETA,Finance,75.16,76.97,74.16,75.96,75.95,1403262
2023-02-10,ALPHA,Technology,89.49,92.67,87.44,90.59,90.59,2003345
2023-01-27,BENCH,Benchmark,102.84,103.54,101.87,102.57,102.57,1592302
2023-01-09,BETA,Finance,63.62,64.54,62.47,63.38,63.38,1284893
2023-04-21,GAMMA,Healthcare,53.55,54.18,51.23,51.84,51.84,1255701
2024-09-27,OMEGA,Consumer,98.21,101.82,97.03,100.61,100.59,1429410
2023-05-12,ALPHA,Technology,110.36,111.69,107.53,108.85,108.84,2652765
2023-11-13,BETA,Finance,78.09,79.03,77.21,78.14,78.14,1538547
2023-06-22,OMEGA,Consumer,76.17,78.08,75.22,77.12,77.12,1375184
2024-08-21,OMEGA,Consumer,110.34,111.51,105.17,106.30,106.29,1531853
2023-10-02,DELTA,Energy,74.00,76.18,72.70,74.86,74.85,1301442
2024-06-05,ALPHA,Technology,140.21,143.15,133.38,136.24,136.22,1533266
2024-04-23,BENCH,Benchmark,143.06,144.21,142.12,143.27,143.25,1633302
2024-09-30,ALPHA,Technology,104.42,106.08,103.02,104.68,104.65,1527550
2024-08-09,GAMMA,Healthcare,57.23,58.00,55.03,55.78,55.77,1738860
2024-10-03,BENCH,Benchmark,138.46,142.15,137.41,141.08,141.05,1606104
2023-07-26,ALPHA,Technology,77.14,78.46,75.29,76.59,76.59,1515310
2024-08-27,OMEGA,Consumer,104.14,105.09,103.21,104.16,104.14,2186544
2024-04-26,GAMMA,Healthcare,44.92,45.52,44.48,45.08,45.07,1768221
2024-09-23,BENCH,Benchmark,134.81,135.75,133.62,134.56,134.53,1452493
2023-06-06,DELTA,Energy,78.72,81.17,77.19,79.62,79.61,1229767
2023-10-03,DELTA,Energy,74.65,75.60,73.80,74.74,74.73,1192367
2024-07-10,BETA,Finance,69.65,70.19,66.67,67.19,67.18,1175580
2024-07-18,OMEGA,Consumer,113.57,116.81,112.20,115.41,115.39,1532518
2023-11-27,OMEGA,Consumer,96.73,98.00,94.39,95.65,95.64,1580736
2024-04-05,GAMMA,Healthcare,42.57,43.22,42.15,42.79,42.79,1226981
2024-04-25,DELTA,Energy,71.76,74.24,70.93,73.40,73.39,1541021
2023-12-12,GAMMA,Healthcare,46.52,47.53,46.08,47.09,47.09,1598668
2023-02-22,GAMMA,Healthcare,39.26,40.72,38.84,40.29,40.29,1728511
2023-11-29,OMEGA,Consumer,96.39,97.46,95.05,96.11,96.10,1643367
2023-03-23,BENCH,Benchmark,126.04,128.23,124.96,127.14,127.14,1490572
2023-12-05,BENCH,Benchmark,137.61,139.94,136.75,139.07,139.06,1433456
2023-09-11,GAMMA,Healthcare,45.32,46.80,44.74,46.21,46.21,1903552
2023-08-21,DELTA,Energy,70.01,70.73,67.58,68.29,68.29,1272079
2024-01-08,BENCH,Benchmark,133.18,134.84,131.78,133.44,133.42,2123594
2024-07-11,BENCH,Benchmark,154.05,155.33,153.29,154.56,154.53,2003796
2024-09-09,GAMMA,Healthcare,50.36,51.88,49.73,51.23,51.22,2051776
2024-09-06,BETA,Finance,54.91,55.83,54.50,55.42,55.41,1338671
2024-02-27,BETA,Finance,67.74,68.45,65.74,66.43,66.43,1928589
2024-06-26,BETA,Finance,66.76,68.57,66.08,67.88,67.87,1279523
2024-03-25,DELTA,Energy,72.67,74.12,70.45,71.89,71.88,1573818
2023-06-06,OMEGA,Consumer,75.42,76.87,74.67,76.12,76.12,1265238
2023-12-08,BENCH,Benchmark,141.34,143.03,139.63,141.33,141.31,1841511
2023-11-29,DELTA,Energy,66.97,67.66,65.59,66.27,66.26,1224069
2023-02-02,BENCH,Benchmark,101.63,103.61,100.61,102.59,102.59,2711950
2024-11-08,BENCH,Benchmark,161.43,162.80,159.94,161.30,161.27,1723208
2024-03-28,DELTA,Energy,75.90,77.00,73.56,74.64,74.63,1324130
2023-01-13,BENCH,Benchmark,101.07,103.24,100.23,102.39,102.39,1419662
2024-07-25,BENCH,Benchmark,150.33,151.86,147.86,149.39,149.36,2039164
2023-12-19,ALPHA,Technology,100.73,101.79,99.79,100.86,100.85,1562587
2023-09-21,GAMMA,Healthcare,45.80,46.18,44.49,44.87,44.86,1352754
2024-09-30,BETA,Finance,57.78,59.29,57.23,58.73,58.72,1868915
2023-08-16,GAMMA,Healthcare,41.98,43.01,41.30,42.32,42.32,1301975
2024-04-02,BENCH,Benchmark,140.48,144.09,139.11,142.69,142.67,1372974
2024-07-05,BETA,Finance,66.71,68.17,66.33,67.79,67.78,1367004
2023-02-17,ALPHA,Technology,88.74,90.12,86.21,87.56,87.56,1483593
2023-09-28,DELTA,Energy,73.85,75.24,72.84,74.22,74.21,1517675
2024-10-30,ALPHA,Technology,102.96,104.66,99.99,101.67,101.65,1780611
2023-02-23,DELTA,Energy,62.85,64.18,62.09,63.41,63.41,1478899
2024-01-02,ALPHA,Technology,106.75,108.50,103.69,105.42,105.41,1472596
2024-10-22,DELTA,Energy,84.35,86.82,83.46,85.91,85.89,1251230
